source,target,word_family
appeal (n.)_E,apel_OF,appeal (n.)
appel_OF,apeler_OF,appeal (n.)
although_E,althagh_E,although
althagh_E,all though_E,although
agglutinate_E,agglutinatus_L,agglutinate
agglutinatus_L,agglutinare_L,agglutinate
agglutinare_L,ad_L,agglutinate
glutinare_L,gluten_L,agglutinate
ambassarial_E,ambassador_E,ambassarial
atrial_E,atrium_E,atrial
anomy_E,anomie_F,anomy
anomie_F,anomia_G,anomy
anomia_G,anomos_G,anomy
nomos_G,*nem-_PIE,anomy
amaterialistic_E,a- (3)_E,amaterialistic
arsehole_E,arse_E,arsehole
anime_E,animé_F,anime
animée_F,animate (adj.)_E,anime
accent (n.)_E,acent_OF,accent (n.)
acent_OF,accentus_L,accent (n.)
accentus_L,ad_L,accent (n.)
cantus_L,canere_L,accent (n.)
actor (v.)_E,accenter_F,actor (v.)
actor_F,acenter_OF,actor (v.)
acenter_OF,acent_OF,actor (v.)
ascites_E,ascites_L,ascites
ascites_L,askites (hydrops)_G,ascites
askites (hydrops)_G,askos_G,ascites
accountability_E,accountable_E,accountability
astral_E,astralis_LateL,astral
astralis_LateL,astrum_L,astral
astrum_L,astron_G,astral
astron_G,*ster- (2)_PIE,astral
abominable_E,abominable_OF,abominable
abominable_OF,abominabilis_LateL,abominable
abominabilis_LateL,abominari_L,abominable
abominari_L,ab_L,abominable
atropine_E,atropa_L,atropine
atropa_L,atropos_G,atropine
aftermarket_E,after_E,aftermarket
aurora borealis_E,aurora_E,aurora borealis
Arawakan_E,Arawak_E,Arawakan
Alethea_E,aletheia_G,Alethea
aletheia_G,alethes_G,Alethea
lethe_G,*ladh-_PIE,Alethea
abrasion_E,abrasionem_MediL,abrasion
abrasionem_MediL,abradere_L,abrasion
abradere_L,ab_L,abrasion
radere_L,*red-_PIE,abrasion
add-on_E,add (v.)_E,add-on
avowal_E,avow_E,avowal
Adratic_E,Adriaticus_L,Adratic
Adraticus_L,Hadriaticus_L,Adratic
Hadriaticus_L,Atria_L/Hatria_L,Adratic
annotate_E,annotatus_L,annotate
annotatus_L,annotare_L/adnotare_L,annotate
annotare_L/adnotare_L,ad_L,annotate
nota_L,notare_L,annotate
Achaean_E,Achaea_E,Achaean
akly_E,alcoholic (n.)_E,akly
anoint_E,enointen_E,anoint
enointen_E,enoint_OF,anoint
enoint_OF,enoindre_OF,anoint
enoindre_OF,inunguere_L,anoint
arithmocracy_E,arithmos_G,arithmocracy
alveolus_E,alveolus_L,alveolus
alveolus_L,alvus_L,alveolus
alvus_L,*aulo-_PIE,alveolus
Augustus_E,augustus_L,Augustus
asafetida_E,asa_MediL,asafetida
asa_MediL,aza_Per,asafetida
foetida_MediL,foetidus_Per,asafetida
avocado_E,avocado_Span,avocado
avocado_Span,aguacate_Span,avocado
aguacate_Span,ahuakatl_Nah,avocado
ahuakatl_Nah,*pawa_Nah,avocado
anisette_E,Anisette de Bordeaux_F,anisette
Anisette de Bordeaux_F,anis_F,anisette
AOL_E,America Online_E,AOL
adze_E,ads_E/addes_E,adze
adese_E/addes_E,adesa_OE,adze
acer_E,acer_L,acer
acer_L,*ak-_PIE,acer
all-star_E,all_E,all-star
antennae_E,antenna_E,antennae
annihilate_E,annihilatus_MediL,annihilate
annihilatus_MediL,annihilare_L,annihilate
annihilare_L,ad_L,annihilate
Arabic_E,Arab_E,Arabic
alert_E,alerte_F,alert
alerte_F,à l’erte_F,alert
à l’erte_F,all’erta_I,alert
all’erta_I,erta_I,alert
awing_E,awe (v.)_E,awing
anger (v.)_E,angra_ONor,anger (v.)
angra_ONor,*angaz_PGer,anger (v.)
*angaz_PGer,*anghos_PIE,anger (v.)
*anghos_PIE,*angh-_PIE,anger (v.)
angry (n.)_E,angr_ONor,angry (n.)
angr_ONor,*angaz_PGer,angry (n.)
*angaz_PGer,*angh-_PIE,angry (n.)
arcane_E,arcanus_L,arcane
arcanus_L,arcere_L,arcane
arcere_L,arca_L,arcane
arca_L,*ark-_PIE,arcane
alehouse_E,ale_E,alehouse
ally (v.)_E,alier_OF,ally (v.)
alier_OF,aliier_OF,ally (v.)
aliier_OF,alligare_L,ally (v.)
alligare_L,ad_L,ally (v.)
ligare_L,*leig-,ally (v.)
ally (n.)_E,ally (v.)_E,ally (n.)
accountancy_E,accountant_E,accountancy
Angelina_E,Angela_E,Angelina
trepein_G,*trep-_PIE,Atropos
aphoristic_E,aphoristikos_G,aphoristic
aphoristikos_G,aphorismos_G,aphoristic
adaptation_E,adaptation_F,adaptation
adaptation_F,adaptationem_LateL,adaptation
adaptationem_LateL,adaptare_L,adaptation
adaptare_L,ad_L,adaptation
aptare_L,aptus_L,adaptation
Ayurvedic_E,Ayurveda_San,Ayurvedic
Ayurveda_San,ayur_San,Ayurvedic
ayur_San,*oyus-_PIE,Ayurvedic
*oyus-_PIE,*,Ayurvedic
agnosticism_E,agnostic_E,agnosticism
amative_E,amat-_L,amative
amat-_L,amare_L,amative
avuncular_E,avunculus_L,avuncular
avunculus_L,avus_L,avuncular
aviform_E,avis_L,aviform
avis_L,*awi-_PIE,aviform
aspirational_E,aspiration (n.1)_E,aspirational
all-over_E,all_E,all-over
astrolabe_E,astrelabe_OF,astrolabe
astrolabe_OF,astrolabium_MediL,astrolabe
astrolabium_MediL,astrolabos (organon)_G,astrolabe
add_E,addere_L,add
addere_L,ad_L,add
-dere_L,dare_L,add
dare_L,*do-_PIE,add
aftershock_E,after_E,aftershock
arbitral_E,arbiter_E,arbitral
acanthus_E,acanthus_L,acanthus
acanthus_L,akanthos_G,acanthus
akanthos_G,ake_G,acanthus
ake_G,*ak-_PIE,acanthus
antistrophe_E,antistrophe_L,antistrophe
antistrophe_L,antistrophe_G,antistrophe
antistrephein_G,anti_G,antistrophe
strephein_G,*streb(h)-_PIE,antistrophe
anti-Semite_E,anti-Semitism_E,anti-Semite
Agnus Dei_E,agnus_L,Agnus Dei
agnus_L,*agwh-no-_PIE,Agnus Dei
Alexis_E,alexis_G,Alexis
alexis_G,alexein_G,Alexis
adviser (n.)_E,adiunctus_L,adviser (n.)
adiunctus_L,adiungere_L,adviser (n.)
adjunct (adj.)_E,adiunctus_L,adjunct (adj.)
adiunctus_L,adiungere_L,adjunct (adj.)
account (n.)_E,acont_OF,account (n.)
acont_OF,a_OF,account (n.)
cont_OF,computus_LateL,account (n.)
computus_LateL,computare_L,account (n.)
account (v.)_E,aconter_OF,account (v.)
aconter_OF,a_F,account (v.)
aglet_E,aiguillette_F,aglet
aiguillette_F,aiguille_F,aglet
aiguille_F,acucula_LateL,aglet
acucula_LateL,acus_L,aglet
apprehend_E,apprehendere_L,apprehend
apprehendere_L,ad_L,apprehend
prehendere_L,prae-_L,apprehend
aliment_E,alimentum_L,aliment
alimentum_L,alere_L,aliment
alere_L,*al- (2)_PIE,aliment
abridgement_E,abreggement_E,abridgement
abreggement_E,abregement_OF/abrigement_OF,abridgement
abregement_OF/abrigement_OF,abregier_F,abridgement
autumn_E,autumpne_E,autumn
autumpne_E,autumpne_OF/automne_OF,autumn
autumpne_OF/automne_OF,autumnus_L,autumn
spheteros_G,sphetrisomos_G,aspheterism
anthracite_E,anthracites_L,anthracite
anthracites_L,anthrakites_G,anthracite
anthrakites_G,anthrax_G,anthracite
apothesis_E,apothesis_G,apothesis
apothesis_G,apotithenai_G,apothesis
apotithenai_G,apo_G,apothesis
tithenai_G,*dhe-_PIE,apothesis
approach (v.)_E,approcher_AF,approach (v.)
approcher_AF,aprochier_OF,approach (v.)
aprochier_OF,appropiare_LateL/adpropiare_LateL,approach (v.)
approach (n.)_E,approach (v.)_E,approach (n.)
Athens_E,Athenai_G,Athens
Athenai_G,Athena_G,Athens
ardurous_E,arduous_E,ardurous
arduous_E,ardor_E,ardurous
attributes_E,attribute (n.)_E,attributes
aggregation_E,aggregacioun_E,aggregation
aggresoun_E,aggregationem_MediL,aggregation
aggregationem_MediL,aggregare_L,aggregation
aggregare_L,ad_L,aggregation
arational_E,a- (2)_E,arational
ana-_E,an-_E,ana-
an-_E,ana_G,ana-
ana_G,*an- (1)_PIE,ana-
astatic_E,astatos_G,astatic
statos_G,*sta-_PIE,astatic
antthesis_E,anthesis_G,antthesis
antthesis_G,antheein_G,antthesis
antheein_G,anthos_G,antthesis
attemper_E,atemprer_OF,attemper
atemprer_OF,attemperare_L,attemper
attemperare_L,ad_L,attemper
Atlantean_E,Atlas_E,Atlantean
activities_E,activity_E,activities
anthropomorphite_E,anthropomorphous_E,anthropomorphite
archduchess_E,arch-_E,archduchess
armorial_E,armory_E,armorial
Adventist_E,advent_E,Adventist
Albert_E,Albert_Ger,Albert
Albert_Ger,Adalbert_OHGer,Albert
Adalbert_OHGer,adal_OHGer,Albert
adal_OHGer,*athala-_PGer,Albert
animated_E,animate (v.)_E,animated
aristology_E,ariston_G,aristology
ariston_G,ari-_G,aristology
anise_E,anis_OF,anise
anis_OF,anisum_L,anise
anisum_L,anison_G,anise
art deco_E,art décoratif_F,art deco
assuasive_E,assume_E,assuasive
abolition_E,abolition_F/abolitionem_L,abolition
abolition_F/abolitionem_L,abolere_L,abolition
agonist_E,agonista_L,agonist
agonista_L,agonistes_G,agonist
agonistes_G,agonia_G,agonist
Antony_E,Antonius_L,Antony
artillerist_E,artillery_E,artillerist
Arcadia_E,Arkadia_G,Arcadia
Arcadia_G,Arkas_G,Arcadia
apodyterium_E,apodyterium_L,apodyterium
apodyterium_L,apodyterion_G,apodyterium
apodyterion_G,apodyein_G,apodyterium
apodyein_G,apo_G,apodyterium
air-lock_E,air (n.1)_E,air-lock
Audrey_E,Augustus_L,Audrey
amnesty_E,amnistie_F,amnesty
amnistie_F,amnestia_L,amnesty
amnestia_L,amnestia_G,amnesty
amnestia_G,amnestos_G,amnesty
assembly_E,as(s)emblee_OF,assembly
as(s)emblee_OF,assembler_OF,assembly
Asura_E,Ashura_A,Asura
Ashura_A,‘ashara_A,Asura
Amee_E,Amee_OF,Amee
Amee_OF,amer_OF,Amee
amer_OF,amare_L,Amee
amare_L,*ama-_PIE,Amee
Arthurian_E,Arthur_E,Arthurian
assert_E,assertus_L,assert
assertus_L,asserere_L/adserere_L,assert
asserere_L/adserere_L,ad_L,assert
adaptability_E,adapt_E,adaptability
antidisestablishmentarianism_E,establishment_E,antidisestablishmentarianism
Anglophobia_E,Anglo-_E,Anglophobia
auction (n.)_E,auctionem_L,auction (n.)
auctionem_L,augere_L,auction (n.)
augere_L,*aug- (1)_PIE,auction (n.)
auction (v.)_E,auction (n.)_E,auction (v.)
astonishing_E,astonish_E,astonishing
allegedly_E,alleged_E,allegedly
annoying_E,annoy (v.)_E,annoying
ardency_E,ardent_E,ardency
Alfred_E,lfrd_OE,Alfred
lfrd_OE,lf_E,Alfred
rd_E,*re-_PIE,Alfred
automatism_E,automaton_E,automatism
archivolt_E,archivolto_I,archivolt
archivolto_I,volta_I/volto_I,archivolt
volta_I/volto_I,volto_I,archivolt
averse_E,avers_OF,averse
avers_OF,aversus_L,averse
aversus_L,avertere_L,averse
avertere_L,ab_L,averse
antarchy_E,anti-_E,antarchy
audible_E,audible_F,audible
audible_F,audibilis_MediL,audible
audibilis_MediL,audire_L,audible
audire_L,*au-_PIE,audible
archaistic_E,archaic_E,archaistic
Ada_E,Adha_H,Ada
allons_E,aller_F,allons
aetio-_E,aitia_G,aetio-
allergic_E,allergy_E,allergic
allergic_E,antigen_E,allergic
artifact_E,artefact_E,artifact
artefact_E,artefatto_I,artifact
artefatto_I,arte_L,artifact
factum_L,facere_L,artifact
facere_L,*dhe-_PIE,artifact
Atreus_E,Atrides_L,Atreus
art-form_E,art (n.)_E,art-form
astern_E,a- (1)_E,astern
aperception_E,aperception_F,aperception
aperception_F,apperceptionem_L,aperception
apperceptionem_L,ad_L,aperception
Appian Way_E,Appius_E/Appii_E,Appian Way
adequacy_E,adequate_E,adequacy
adagio_E,ad agio_I,adagio
ad agio_I,ad_I,adagio
agio_I,adiacens_VL,adagio
adiacens_VL,adiacere_VL,adagio
Alexander_E,Alexander_L,Alexander
Alexander_L,Alexandros_G,Alexander
Alexander_G,alexein_G,Alexander
aner_G,*ner- (2)_PIE,Alexander
animadvert_E,animadvertere_L,animadvert
animadvertere_L,animus_L,animadvert
anomie_E,anomy_F,anomie
AP_E,Associated Press_E,AP
afterthought_E,after_E,afterthought
atman_E,atma_San,atman
atma_San,*etmen_PIE,atman
Anselm_E,Anselmus_L,Anselm
Anselmus_L,Ansehelm_OHGer,Anselm
Ansehelm_OHGer,ansi_OHGer,Anselm
arrogate_E,arrogatus_L,arrogate
arrogatus_L,arrogare_L,arrogate
arrogare_L,ad_L,arrogate
rogare_L,*rog-_PIE,arrogate
*rog-_PIE,*reg,arrogate
Asia_E,Asia_L,Asia
Asia_L,Asia_G,Asia
Asia_G,asu_Akkadian,Asia
ankylosaurus_E,ankylos_G,ankylosaurus
Antonia_E,Antonia_L,Antonia
Antonia_L,Antonius_L,Antonia
allotment_E,allotement_F,allotment
allotement_F,aloter_OF,allotment
administrate_E,administratus_L,administrate
administratus_L,administrare_L,administrate
administrare_L,administrator_L,administrate
Aubery_E,Auberi_OF,Aubery
Auberi_OF,Alberich_OHGer/*Alb(e)rada_OHGer,Aubery
attempt_E,ataign-_E,attempt
ataign-_E,ataindre_OF,attempt
ataindre_OF,*attangere_VL,attempt
*attangere_VL,attingere_L,attempt
attingere_L,ad_L,attempt
adhesion_E,adhésion_F,adhesion
adhésion_F,adhaesionem_L,adhesion
adhaesionem_L,adhaerare_L,adhesion
adhaerare_L,ad_L,adhesion
award (v.)_E,awarder_AF,award (v.)
awarder_AF,eswarder_ONF,award (v.)
eswarder_ONF,es-_ONF,award (v.)
award (n.)_E,award_AF,award (n.)
award_AF,esgard_OF,award (n.)
esgard_OF,esgarder_OF,award (n.)
armless_E,arm (n.1)_E,armless
alexh_E,A_E,alexh
A_E,eleph_E,alexh
an- (1)_E,an-_G,an- (1)
an-_G,*ne-_PIE,an- (1)
an- (2)_E,ad_L,an- (2)
astonish_E,astonien_E,astonish
astonien_E,estoner_OF,astonish
estoner_OF,*extonare_VL,astonish
*extonare_VL,ex_L,astonish
available_E,avail_E,available
anthropogenic_E,anthropogeny_E,anthropogenic
activate_E,active_E,activate
antidepressant_E,anti-_E,antidepressant
assets_E,assetz_AF/asetz_AF,assets
assetz_AF/asetz_AF,assez_OF,assets
assez_OF,*ad satis_VL,assets
*ad satis_VL,ad_L,assets
assassin_E,hashishiyyin_A,assassin
hashishiyyin_A,hashishiyy_A,assassin
hashishiyy_A,hashish_A,assassin
area_E,area_L,area
attune_E,tune (v.)_E,attune
ahoy_E,a_E,ahoy
abbreviation_E,abbreviacioun_E,abbreviation
abbreviacioun_E,abréviation_OF,abbreviation
abréviation_OF,abbreviationem_LateL,abbreviation
abbreviationem_LateL,abbreviare_L,abbreviation
anklet_E,ankle_E,anklet
ankle_E,bracelet_E,anklet
annelid_E,annélide_F,annelid
annélide_F,annelés_F,annelid
annelés_F,anulus_L,annelid
anulus_L,anus_L,annelid
aweful_E,agheful_E,aweful
agheful_E,aghe_E,aweful
ataraxia_E,ataraxy_E,ataraxia
ataraxia_E,ataraxia_G,ataraxia
tarassein_G,*dhrehgh-_PIE,ataraxia
attitudinal_E,attitude_E,attitudinal
advert (v.)_E,averten_E,advert (v.)
averten_E,avertir_OF,advert (v.)
avertir_OF,advertere_L,advert (v.)
advertere_L,ad_L,advert (v.)
advertisement (n.)_E,advertisement_E,advertisement (n.)
adjure_E,adiurare_L,adjure
adiurare_L,ad_L,adjure
iurare_L,ius_L,adjure
allele_E,allel_Ger,allele
allel_Ger,allelomorph_Ger,allele
allelomorph_Ger,allel-_G,allele
allel-_G,allos_G,allele
allos_G,*al- (1)_PIE,allele
affirmative_E,affirmatif_OF,affirmative
affirmatif_OF,afirmatif_OF,affirmative
afirmatif_OF,affirmativus_L,affirmative
affirmativus_L,affirmat-_L,affirmative
affirmat-_L,affirmare_L,affirmative
apple-sauce_E,apple_E,apple-sauce
abstract (adj.)_E,abstractus_L,abstract (adj.)
abstractus_L,abstrahere_L,abstract (adj.)
abstrahere_L,ab_L,abstract (adj.)
trahere_L,*tragh-_PIE,abstract (adj.)
abstract (n.)_E,abstract (adj.)_E,abstract (n.)
abstract (v.)_E,abstractus_L/abstract (adj.)_E,abstract (v.)
arseward_E,arse_E,arseward
aporia_E,aporia_L,aporia
aporia_L,aporos_G,aporia
poros_G,*per- (2)_PIE,aporia
authorize_E,auctorisen_E/autorisen_E,authorize
auctorisen_E/autorisen_E,autoriser_OF/auctoriser_OF,authorize
autoriser_OF/auctoriser_OF,auctorizare_MediL,authorize
auctorizare_MediL,auctor,authorize
acceleration_E,accelerationem_L,acceleration
accelerationem_L,accelerare_L,acceleration
accelerare_L,ad_L,acceleration
celerare_L,celer_L,acceleration
celer_L,*keli-_PIE,acceleration
aerosol_E,aero-_E,aerosol
adherent (adj.)_E,adherent_OF/adhaerentem_L,adherent (adj.)
adhaerentem_L,adhaerere_L,adherent (adj.)
adhaerere_L,ad_L,adherent (adj.)
adhesent (n.)_E,adherent_OF/adhaerentem_L,adhesent (n.)
adhaerentem_L,adhaerere_L,adhesent (n.)
adhaerere_L,ad_L,adhesent (n.)
Aloisius_E,Aloisius_MediL,Aloisius
Aloisius_MediL,Loois_OF,Aloisius
asexuality_E,asexual_E,asexuality
allemande_E,Allemande_F,allemande
allemande_F,allemand_F,allemande
antihistamine_E,anti-_E,antihistamine
anyone_E,any_E,anyone
antichthon_E,antichthones_E,antichthon
antichthones_E,antichthontes_L,antichthon
antichthontes_L,antikhthontes_G,antichthon
antikhthontes_G,anti_G,antichthon
apparent_E,aparant_OF,apparent
apparant_OF,apparentem_L,apparent
apparentem_L,apparere_L,apparent
automatic (adj.)_E,automatic_E,automatic (adj.)
automatical_E,automatos_G,automatic (adj.)
automatos_G,autos_G,automatic (adj.)
matos_G,*men- (1)_G,automatic (adj.)
automatic (n.)_E,automatic (adj.)_E,automatic (n.)
aircraft_E,air (n.1)_E,aircraft
agathist_E,agathos_G,agathist
anaphase_E,ana_G,anaphase
authenticate_E,authenticatus_MediL,authenticate
authenticatus_MediL,authenticare_L,authenticate
authenticare_L,authenticus_LateL,authenticate
ardent_E,ardant_OF,ardent
ardant_OF,ardentem_L,ardent
ardentem_L,ardere_L,ardent
ardere_L,*as-_PIE,ardent
antiquarian_E,antiquarius_L,antiquarian
antiquarius_L,antiquus_L,antiquarian
accordingly_E,according_E,accordingly
Alice_E,Alice_OF,Alice
attainment_E,atteignement_F,attainment
Abbassid_E,Abbas_E,Abbassid
achy_E,ache (n.)_E,achy
angora_E,Angora_E,angora
archbishop_E,rcebiscop_OE,archbishop
rcebiscop_OE,archiepiscopus_LateL,archbishop
archiepiscopus_LateL,arkhi-_G,archbishop
asymmetry_E,asymmetria_G,asymmetry
asymmetria_G,asymmetros_G,asymmetry
auster_E,auster_L,auster
alight (v.)_E,alihtan_OE,alight (v.)
again_E,agan_OE,again
agan_OE,ongean_OE,again
ongean_OE,on_OE,again
-gegn_OE,*gagina_Ger,again
alga_E,algae_E,algae
alga_E,alga_L,algae
Albuquerque_E,Alburquerque_Span,Albuquerque
atavistic_E,atavism_E,atavistic
amphora_E,amphora_L,amphora
amphora_L,amphoreus_G,amphora
amphoreus_G,amphiphoreus_G,amphora
amphiphoreus_G,amphi_G,amphora
phoreus_G,p,amphora
autoharp_E,auto-_E,autoharp
atonable_E,atone_E,atonable
asynchronous_E,a- (3)_E,asynchronous
anabasis_E,anabasis_G,anabasis
anabasis_G,anabainein_G,anabasis
anabainein_G,ana_G,anabasis
bainein_G,*gwa-_PIE,anabasis
auscultate_E,auscultatus_L,auscultate
auscultatus_L,auscultare_L,auscultate
auscultare_L,aus-_L,auscultate
aus-_L,auris_L,auscultate
air-mattress_E,air (n.1)_E,air-mattress
ape (n.)_E,apa_OE,ape (n.)
apa_OE,*apan_PGer,ape (n.)
ape (v.)_E,play the ape_E,ape (v.)
acclimatization_E,acclimate_E,acclimatization
arbitrate_E,arbitratus_L,arbitrate
arbitratus_L,arbitrari_L,arbitrate
arbitrari_L,arbiter_L,arbitrate
adjudicator_E,adjudicate_E,adjudicator
adulation_E,adulacion_OF,adulation
adulacion_OF,adulationem_L,adulation
adulationem_L,adulari_L,adulation
adulari_L,ad_L,adulation
allative_E,allat-_L,allative
allat-_L,adferre_L/affere_L,allative
adferre_L/affere_L,ad_L,allative
acrophobe_E,acrophobia_E,acrophobe
aneurysm_E,aneurisma_MediL,aneurysm
aneurisma_MediL,aneurysmos_G,aneurysm
aneurysmos_G,aneurynein_G,aneurysm
aneurynein_G,ana_G,aneurysm
aspirine_E,Spiraea (ulmaria)_L,aspirine
Spiraea (ulmaria)_L,-in_E,aspirine
annoy_E,anoien_E/annuien_E,annoy
anoien_E/annuien_E,anuier_AF,annoy
anuier_AF,enoiier_OF,annoy
enoiier_OF,anuier_OF,annoy
amir_E,emir_E,amir
ae_E,_E,ae
_E,*aiwi-_PGer,ae
*aiwi-_PGer,*ei-_PIE,ae
aspirant_E,aspirant_F,aspirant
aspirant_F,aspirantem_L,aspirant
aspirantem_L,aspirare_L,aspirant
abovementioned_E,above_E,abovementioned
anywhither_E,any_E,anywhither
ananda_E,ananda-_San,ananda
ananda-_San,nandati_San,ananda
autocar_E,auto-_E,autocar
affiance_E,afiancier_OF,affiance
afiancier_OF,afiance_OF,affiance
afiance_OF,afier_OF,affiance
afier_OF,affidare_LateL,affiance
appliance_E,apply_E,appliance
adjust_E,ajusten_E,adjust
ajusten_E,ajuster_OF/ajoster_OF,adjust
ajuster_OF/ajoster_OF,adiuxtare_LateL,adjust
arrangement_E,arrangement_F,arrangement
arrangement_F,arranger_F,arrangement
amanuensis_E,amanuensis_L,amanuensis
amanuensis_L,(servus) a manu_L,amanuensis
(servus) a manu_L,a_L,amanuensis
manu_L,man,amanuensis
Afghanistan_E,Afghani_E,Afghanistan
apiarist_E,apiary_E,apiarist
adware_E,ad (n.)_E,adware
ahem_E,hem_E,ahem
agitprop_E,agitatsiya_Rus,agitprop
agitatsiya_Rus,propaganda_Rus,agitprop
augmentation_E,augmentacion_OF,augmentation
aggrande_OF,augmentationem_LateL,augmentation
augmentationem_LateL,augmentare_L,augmentation
amidst_E,amid_E,amidst
abhorrence_E,abhorrent_E,abhorrence
asteism_E,asteismos_G,asteism
asteismos_G,asteios_G,asteism
asteios_G,asty_G,asteism
asty_G,*wes- (3)_PIE,asteism
acquired_E,acquire_E,acquired
anti-feminist_E,anti-_E,anti-feminist
abeyance_E,abeiance_AF,abeyance
abeiance_AF,abeance_OF,abeyance
abeance_OF,abeer_OF,abeyance
abeer_OF,à_F,abeyance
apparently_E,apparent_E,apparently
analemma_E,analemma_L,analemma
analemma_L,analambanein_G,analemma
analambanein_G,ana_G,analemma
adjectival_E,adjective_E,adjectival
accompanyment_E,accompagnement_F,accompanyment
accompagnement_F,accompagner_F,accompanyment
Amex_E,American Express_E,Amex
altruism_E,altruisme_F,altruism
altruisme_F,autrui_F,altruism
autrui_F,alteri_L,altruism
alteri_L,alter_L,altruism
apparament_E,apparatus_L,apparament
apparament_L,apparare_L,apparament
apparare_L,ad_L,apparament
parare_L,*pere- (1)_PIE,apparament
after-dinner_E,after_E,after-dinner
avoirdupois_E,avoir-de-peise_E,avoirdupois
avoir-de-peise_E,avoir de pois_OF,avoirdupois
avoir de pois_OF,aveir_OF,avoirdupois
apologist_E,apologiste_F,apologist
apologiste_F,apologie_F,apologist
apologie_F,apologia_LateL,apologist
alkalescent_E,alkali_E,alkalescent
auger_E,a nauger_E,auger
a nauger_E,nafogar_OE,auger
